CODIGO_PRODUTO,DESCRICAO_MATERIAL,TEXTO_DESCRITIVO
230197,FAQUEIRO 24P TRAMONTINA HAVAÍ 66905847,"FAQUEIRO 24P TRAMONTINA HAVAÍ 66905847 . Categoria: UTILIDADE DOMÉSTICA > FAQUEIRO . Preço final: R$ 146.00 . Descrição do produto: Faqueiro Tramontina 24 Peças Havaí 66905847. Garantia do Fabricante:03 meses / Marca:Tramontina / Linha:Havaí / Modelo:Faqueiro 24 peças / Referência:66905847 / Cor:Prata / Material:Aço inox / Acabamento:Em brilho, dando um toque charmoso para sua mesa / Pode ir Máquina Lava-Louças:Sim / Informações Adicionais:Peças totalmente feitas de aço inox, altamente duráveis, mantêm suas características originais, preservando a beleza, a higiene e a durabilidade do material / Conteúdo da Embalagem:06 colheres de mesa, 06 garfos de mesa, 06 facas de mesa e 06 colheres para chá / Peso do Produto:600 g / EAN:7891116176771 / Aviso: . Avaliado por 4 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""lindo"",""prático"",""qualidade"",""elegante"",""bonito""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 187603 - COLHER P/ARROZ TRAMONTINA 63815/101 IN, 201993 - POTE MARTIPLAST HERM C/T 1L OB200 TR/BR ."
230200,"POTE PARAMOUNT HERM SLIM 1,36L 1775 BR","POTE PARAMOUNT HERM SLIM 1,36L 1775 BR . Categoria: UTILIDADE DOMÉSTICA > POTES . Preço final: R$ 39.00 . Descrição do produto: Pote Hermético Paramount Slim Multiuso 1,360L Branco 1775. Garantia do Fabricante:03 meses / Marca:Paramount / Linha:Slim / Modelo:Pote Multiuso / Referência:1775 / Cor:Branco / Material:Acrílico / Formato:Quadrado / Capacidade:1,360L / Informações Adicionais:Com cesto de drenagem / Conteúdo da Embalagem:01 pote hermético Paramount / Dimensões do Produto (AxLxP):8,9 x 15,4 x 16,5 cm / Peso do Produto:237 g / EAN:7898955005828 / Aviso: . Avaliado por 1 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""eficácia"",""vedação completa"",""tamanho adequado"",""satisfação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 230208 - POTE PARAMOUNT HERM SLIM 2,57L 1771 BR, 217081 - ORGANIZADOR MARTIPLAST C/CESTO OF 350 NT, 230204 - POTE PARAMOUNT HERM SLIM 1,78L 1769 BR, 217080 - ORGANIZADOR MARTIPLAST CLEAR OF 200 NT, 230203 - POTE PARAMOUNT HERM SLIM 1,7L 1783 BR ."
230204,"POTE PARAMOUNT HERM SLIM 1,78L 1769 BR","POTE PARAMOUNT HERM SLIM 1,78L 1769 BR . Categoria: UTILIDADE DOMÉSTICA > POTES . Preço final: R$ 52.00 . Descrição do produto: Pote Hermético Paramount Slim Multiuso 1,780L Branco 1769. Garantia do Fabricante:03 meses / Marca:Paramount / Linha:Slim / Modelo:Pote Multiuso / Referência:1769 / Cor:Branco / Material:Acrílico / Formato:Retangular / Capacidade:1,780L / Informações Adicionais:Com cesto de drenagem / Conteúdo da Embalagem:01 pote hermético Paramount / Dimensões do Produto (AxLxP):12,2 x 12,5 x 20 cm / Peso do Produto:271 g / EAN:7898955005798 / Aviso: . Avaliado por 2 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""satisfação"",""ausência de odor"",""expectativa por promoções""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 217081 - ORGANIZADOR MARTIPLAST C/CESTO OF 350 NT, 230208 - POTE PARAMOUNT HERM SLIM 2,57L 1771 BR, 230203 - POTE PARAMOUNT HERM SLIM 1,7L 1783 BR, 230200 - POTE PARAMOUNT HERM SLIM 1,36L 1775 BR, 217083 - PORTA FRIOS MARTIPLAST CLEAR DP PF150 TR ."
230213,TRAVESSA PARAMOUNT RET 1815 BR,"TRAVESSA PARAMOUNT RET 1815 BR . Categoria: UTILIDADE DOMÉSTICA > BANDEJAS_TRAVESSAS_BAIXELAS . Preço final: R$ 38.00 . Descrição do produto: Travessa Paramount Le Chef Com Alça 35,5cm Branco 1815. Garantia do Fabricante:03 meses / Marca:Paramount / Linha:Le Chef / Modelo:Travessa Retangular / Referência:1815 / Cor:Branco / Material:Plástico / Formato:Retangular / Informações Adicionais:Possui alça para um melhor manuseio / Conteúdo da Embalagem:01 travessa retangular Paramount / Dimensões do Produto (AxLxP):8,5 x 21,5 x 35,5 cm / Peso do Produto:200 g / EAN:7898955006375 / Aviso: . Avaliado por 1 clientes, com nota média de 5.0 estrelas. Clientes também compraram: 230212 - TRAVESSA PARAMOUNT RET 1814 BR, 230214 - TRAVESSA PARAMOUNT RET 1816 BR, 201962 - PEGADOR P/MASSA TRAMONTINA 63800/605 IN, 216428 - SALADEIRA COZA TRIANG 3,5L 10132/0465 VM, 201993 - POTE MARTIPLAST HERM C/T 1L OB200 TR/BR ."
231370,CJ 3P COPO CLASS HOME DARA 305ML 1846,"CJ 3P COPO CLASS HOME DARA 305ML 1846 . Categoria: UTILIDADE DOMÉSTICA > CONJUNTO_DE_TACAS_COPOS_E_CANECAS . Preço final: R$ 34.00 . Descrição do produto: Conjunto De Copos 3 Peças Class Home Dara 305ML 1846O elegante Conjunto De Copos 3 Peças Class Home Dara com capacidade de 305ML cada. Com um design moderno e sofisticado, esses copos são uma combinação perfeita de estilo e funcionalidade. Seja para servir suas bebidas favoritas com charme ou para brindar momentos especiais, o Conjunto De Copos Class Home Dara adicionará um toque de aula ã sua experiência.. Feitos com materiais de alta qualidade, esses copos são ideais para uso cotidiano ou para impressionar seus convidados em graças especiais, tornando-se um complemento essencial para sua coleção de utensílios de casa. / Garantia do Fabricante:03 meses / Marca:Class Home / Referência:1846 / Cor:Transparente / Material:Vidro / Formato:Redondo / Conteúdo da Embalagem:Conjunto de 3 Copos / Capacidade:305ML / Dimensões do Produto (AxLxP):14,25 x 7,30 x 1,062 cm / Peso do Produto:0,337kg / EAN:8693357586840 / Aviso: . Avaliado por 1 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""maravilhoso""],""Caracteristicas_Negativas"":[""peso""]} . Clientes também compraram: 231371 - CJ 3P COPO CLASS HOME DARA 300ML 1844, 185308 - JG 5P JARRA/COPO UZ UZ216 VM, 200690 - JG 6P PRATO FUNDO DURALEX SM400000854N, 231353 - JG 3P TAÇA CLASS HOME IRIS 315ML 1837 ."
231759,ESPREMEDOR DE ALHO UZ 7037 RO,"ESPREMEDOR DE ALHO UZ 7037 RO . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA . Preço final: R$ 18.00 . Descrição do produto: Espremedor De Alho UZ Rosa 7037O Espremedor de Alho UZ é a solução prática e eficiente para facilitar sua preparação na cozinha. Com um design ergonômico e lâminas afiadas, este utensílio torna a tarefa de espremer alho uma facilidade.. Basta colocar o alho no compartimento e pressionar - em questão de segundos, você terá alho fresco e bem triturado pronto para ser adicionado aos seus pratos favoritos. Desfrute de uma culinária mais rápida e sem complicações com o Espremedor de Alho UZ. / Garantia do Fabricante:03 meses / Marca:UZ / Modelo:Espremedor De Alho / Referência:7037 / Cor:Rosa / Material:Aço / Conteúdo da Embalagem:01 Espremedor De Alho / Dimensões do Produto (AxLxP):4 x 2,5 x 16 cm / EAN:7909875076703 / Aviso: . Avaliado por 9 clientes, com nota média de 4.7 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""resistência"",""utilidade"",""estética"",""facilidade de limpeza"",""cor""],""Caracteristicas_Negativas"":[""fragilidade"",""insatisfação""]} . Clientes também compraram: 231756 - TÁBUA UZ P/CORTE 37X23 7036 RO, 215842 - DESCASCADOR/FATIADOR MIMO 3X1 6919 BR/CZ, 173444 - AFIADOR DE FACAS MOR 3901 PT, 228967 - MINI PROCESSADOR RELOBRAZ ALIM 78973SORT ."
232523,"JARRA NORITEX 2,3L 085-292936 TR","JARRA NORITEX 2,3L 085-292936 TR . Categoria: UTILIDADE DOMÉSTICA > JARRAS . Preço final: R$ 86.00 . Descrição do produto: Jarra Com Alça Noritex 2,3 Litros Transparente 085-292936A Jarra Com Alça Noritex 2,3 Litros Transparente 085-292936 é uma peça de vidro resistente e durável, ideal para servir água, sucos, chás e outras bebidas. / A jarra tem um design simples e elegante, com uma alça para facilitar o transporte. Ela é feita de vidro transparente, o que permite visualizar o conteúdo com facilidade. / É uma ótima opção para quem busca um produto funcional e decorativo para servir bebidas. É um produto de alta qualidade, que pode ser usado no dia a dia ou em ocasiões especiais. / Garantia do Fabricante:03 meses / Marca:Noritex / Modelo:Jarra Com Alça / Referência:085-292936 / Cor:Transparente / Material:Vidro / Capacidade:2,3 Litros / Tampa:Não / Conteúdo da Embalagem:01 Jarra de Vidro / Dimensões do Produto (AxLxP):70 X 53 X 47 cm / Peso do Produto:0,306 kg / EAN:7450119514272 / Aviso: . Clientes também compraram: 67555 - JG 3P BRINOX P/FRIOS 1413/100, 187638 - GARRAFA TÉRM INVICTA 1,8L 100100020105IN, 224017 - PORTA TALHERES UTIMIL CR525 CM/VM, 229728 - JARRA COZA WAVE C/T 2L 20317/0009 CRT, 228810 - POTE MIMO HERMÉTICO 1L 6670 ."
234587,COPO TÉRM ARELL C/T FLUMINSE 535 (MP),COPO TÉRM ARELL C/T FLUMINSE 535 (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 189.90 . Descrição do produto: Copo Térmico Arell Com Tampa 500ml Fluminense 535 (MP) / .
234597,CANECA CEBOLA BRINDES CORINTHIAN 1292(MP,CANECA CEBOLA BRINDES CORINTHIAN 1292(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 49.00 . Descrição do produto: Caneca Cebola Brindes Gel Corinthians 2012 1292 (MP) / .
234841,POTE MIMO HERMÉTICO 640ML 9761,"POTE MIMO HERMÉTICO 640ML 9761 . Categoria: UTILIDADE DOMÉSTICA > POTES . Preço final: R$ 32.00 . Descrição do produto: Pote Mimo Hermético 640ml 9761Mantenha seus alimentos frescos por mais tempo com o Pote Mimo Hermético 640ml 9761. Este pote hermético é o aliado perfeito para armazenar e preservar seus alimentos de forma segura e conveniente.. / Com capacidade de 640ml, este pote é ideal para guardar uma variedade de itens, desde sobras de refeições até lanches e ingredientes secos. Seu design hermético proporciona uma vedação eficaz, mantendo o sabor e a textura dos alimentos por mais tempo.. Garantia do Fabricante:03 Meses. Marca:Mimo. Referência:9761. Cor:Transparente. Capacidade:640ml. Material:Vidro. Conteúdo da Embalagem:01 Pote Mimo Hermético. Pode ir ao microondas:Sim. Pode ir a lava louças:Sim. EAN:7908216128736. Aviso: . Avaliado por 5 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""tamanho ideal"",""funcionalidade"",""facilidade de transporte"",""facilidade de aquecimento""],""Caracteristicas_Negativas"":[""mofo"",""dificuldade de limpeza""]} . Clientes também compraram: 234842 - POTE MIMO HERMÉTICO 1000ML 9762, 200641 - FORMA NADIR RET 750ML GD16214013N, 228643 - POTE OXFORD HERM RET C/DV 1,3L PT211101, 228642 - POTE OXFORD HERM RET C/DV 580ML PT201101, 232113 - POTE UZ HERMÉTICO 1L 7047 VM ."
235322,CANECA ZONACRIATIVA TOM 65742 350ML (MP),CANECA ZONACRIATIVA TOM 65742 350ML (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 49.00 . Descrição do produto: Caneca Tom Zonacriativa Mãe Eterno Amor 350ml (MP) / .
235928,CANECA ZONACRIATIVA TERM 730ML SW (MP),CANECA ZONACRIATIVA TERM 730ML SW (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 179.00 . Descrição do produto: Caneca Zonacriativa Térmico 730ml Star Wars (MP)A Caneca Zonacriativa Térmico 730ml Star Wars (MP) é uma ótima opção para os fãs de Sta Wars que procuram uma caneca espaçosa e com design marcante.. Garantia do Fabricante:03 Meses. Marca:Zonacriativa. Modelo:Star Wars. Cor:Preto e Alumínio. Capacidade:730ml. Material:Aço Inoxidável. Conteúdo Da Embalagem:01 Canecão Térmico. Peso do Produto:306g. EAN:7908623008300. Aviso:Imagens meramente ilustração .
235940,GARRAFA ZONACRIATIVA ACQUA 600ML MED(MP,GARRAFA ZONACRIATIVA ACQUA 600ML MED(MP . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 149.00 . Descrição do produto: Garrafa Zonacriativa Acqua 600ml Profissoes Medicina (MP) / .
235968,CANECA ZONACRIATIVA 350ML STI NAT (MP),"CANECA ZONACRIATIVA 350ML STI NAT (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 79.00 . Descrição do produto: Caneca Zonacriativa Stitch Natal 350ml (MP)A Caneca Zonacriativa Stitch Natal 350ml (MP) é uma ótima opção para os fãs do Stitch que procuram uma caneca espaçosa e com design marcante.. Garantia do Fabricante:7 Dias. Marca:Zonacriativa. Modelo:Stitch. Cor:Branco, Azul e Vermelho. Capacidade:350ml. Material:Cerâmica. Conteúdo Da Embalagem:01 Caneca. Peso do Produto:341g. EAN:7908011796260. Aviso:Imagens meramente ilustração ."
236268,GARRAFA TERM STANLEY 710ML ALIGH BR (MP),"GARRAFA TERM STANLEY 710ML ALIGH BR (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 329.90 . Descrição do produto: Garrafa Térmica Stanley 710ML Aerolight Fast Flow Polar Branco (MP). Garantia do Fabricante:01 Ano. Marca:Stanley. Modelo:Aerolight. Cor:Branco. Material:Aço inoxidável. Capacidade:710ml. Conteúdo da Embalagem:01 Copo Témico Stanley. Dimensões do Produto:28,2 X 10 X 9,2cm. Peso do Produto:400g. EAN:7891108082035. Aviso: . Avaliado por 1 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""certificação"",""beleza"",""leveza"",""design"",""capacidade adequada""],""Caracteristicas_Negativas"":[]} ."
236495,CANECA ZONACRIATIVA 350ML STITCH (MP),"CANECA ZONACRIATIVA 350ML STITCH (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 59.00 . Descrição do produto: Caneca Zonacriativa Tom Stitch 350ML (MP)A Caneca Zonacriativa Tom Stitch 350ML (MP) é ideal para fãs do adorável (e encrenqueiro) Stitch que buscam uma caneca espaçosa para curtir suas bebidas quentes favoritas.. Perfeita para quem busca presentear uma pessoa especial ou uso próprio.. Garantia:03 meses. Marca:Zonacriativa. Modelo:Caneca. Material:Cerâmica. Cor:Azul. Especificações:Caneca Tom 350ml Stitch - Disney. 10025140. Licenciador: Disney.. Cuidados e recomendações de uso:Lavar com água, esponja macia e detergente neutro. Não vai ao micro-ondas, nem à lava-louças. Não utilizar químicos e abrasivos. Choques ou quedas podem trincar ou quebrar o produto, pois trata-se de um produto de cerâmica.. Capacidade:350ml. Conteúdo da embalagem:01 Caneca. Dimensões do Produto (AxLxP):8,5x8x9cm. Peso do Produto:300g. EAN:7908623001837. Aviso: / . Clientes também compraram: 243141 - CANECA ZONACRIATIVA PRINCESAS 300ML(MP), 236489 - CANECA ZONACRIATIVA 350ML BOB ESPON (MP), 236490 - CANECA ZONACRIATIVA 350ML MARIE (MP) ."
236517,GARRAFA ZONACRIATIVA 300ML HOGWARTS (MP),"GARRAFA ZONACRIATIVA 300ML HOGWARTS (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 129.00 . Descrição do produto: Garrafa Zonacriativa com Canudo Hogwarts 300ML (MP)A Garrafinha Zonacriativa é prática e leve, perfeita para te acompanhar em qualquer lugar. Feita com material resistente e durável, possui um design moderno e colorido. Ideal para manter-se hidratado durante o dia.. Garantia do Fabricante:03 Meses. Marca:Zonacriativa. Modelo:Garrafa. Cor:Vermelho e Preto. Material:Aço Inoxidável. Capacidade:300mL. Conteúdo da Embalagem:01 Garrafa com Canudo. Peso do Produto:212g. EAN:7908011764078. Aviso: ."
238854,"COPO TERM QUENCHER 1,18L ADVEN 8259 (MP)","COPO TERM QUENCHER 1,18L ADVEN 8259 (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 389.90 . Descrição do produto: Copo Térmico Quencher Stanley Peach Tie-Dye 887ml (MP) / Garantia do Fabricante:01 Ano / Marca:Stanley / Modelo:Quencher 2.0 / Cor:Rosa / Material:Aço inoxidável / Capacidade:1,18l / Conteúdo da Embalagem:01 Copo Stanley / Dimensões do Produto: 27x 15 x 10cm / Peso do Produto:645g / EAN:7891108082592 / Aviso: . Avaliado por 3 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""lindo"",""prático"",""bom"",""facilidade de transporte""],""Caracteristicas_Negativas"":[]} ."
239423,JG 7P COPOS FULL FIT P/REFRESCO 30088,"JG 7P COPOS FULL FIT P/REFRESCO 30088 . Categoria: UTILIDADE DOMÉSTICA > CONJUNTO_DE_TACAS_COPOS_E_CANECAS . Preço final: R$ 109.00 . Descrição do produto: Jogo 7 Peças Copo Full Fit Para Refresco Ice De Vidro 30088. Garantia do Fabricante:03 Meses. Marca:Full Fit. Referência:30088. Cor:Transparente. Material:Vidro. Conteúdo da Embalagem:01 Jarra | 06 Copos. Dimensões do Produto (AxLxP):23 x 13,6 x 19,5 cm. Peso do Produto:2,95 kg. EAN:7893220308604. Aviso: . Avaliado por 2 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""satisfação"",""perfeito"",""recomendação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 228502 - CJ 6P TAÇA FULL FIT CAMERATTA 29063, 221411 - JG 8P XÍCARA FULL FIT P/CHÁ DIAMAN 28534, 228552 - JG 6P COPO FULL FIT ESPLANAD 350ML 25527, 228520 - CJ 6P TAÇA FULL FIT P/SOBREMESA 29073, 228554 - JG 6P TAÇA FULL FIT SPLENDOR 330ML 26581 ."
239466,KIT VINHO WORLD CLASSIC GARR 5 PÇS (MP),KIT VINHO WORLD CLASSIC GARR 5 PÇS (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 99.00 . Descrição do produto: Kit Vinho World Classic Garrafa 5 Peças (MP) / .
239813,ORGANIZADOR OU MULTIUSO OT100NT TR,"ORGANIZADOR OU MULTIUSO OT100NT TR . Categoria: UTILIDADE DOMÉSTICA > ORGANIZADORES_DE_CASA_PRATELEIRAS_E_SUPORTES . Preço final: R$ 32.00 . Descrição do produto: Organizador Multiuso Ou Incolor OT100NT. Garantia do Fabricante:03 Meses. Marca:OU. Modelo:Organizador Multiuso. Referência:OT100NT. Cor:Incolor. Material:Plástico. Conteúdo da Embalagem:01 Organizador. EAN:7897386727064. Aviso: . Clientes também compraram: 227814 - ESCORREDOR DE LOUÇAS MARTIPLAST EL505 PT, 226480 - KIT CESTAS COZA PEQUENA 99245/4008 PT, 228967 - MINI PROCESSADOR RELOBRAZ ALIM 78973SORT, 213747 - ORGANIZADOR DE PIA MARTIPLAST OP500 BR, 236875 - ORGANIZADOR OU CLEAR C/CESTO OF750NT ."
239819,ORGANIZADOR OU LOGIC C/2 DIV OL1100NT TR,"ORGANIZADOR OU LOGIC C/2 DIV OL1100NT TR . Categoria: UTILIDADE DOMÉSTICA > ORGANIZADORES_DE_CASA_PRATELEIRAS_E_SUPORTES . Preço final: R$ 39.00 . Descrição do produto: Organizador De Gaveta OU Logic Com 2 Divisórias Incolor OL1100NT. Garantia do Fabricante:03 Meses. Marca:OU. Modelo:Organizador De Gavetas. Referência:OL1100NT. Cor:Incolor. Material:Plástico. Informações Adicionais:Vai à lava-louças. Conteúdo da Embalagem:01 Organizador De Gavetas. Peso do Produto:0,230kg. Dimensões do Produto(AxLxP):7,50 x 2 x 34,8 cm. EAN:7897386727200. Aviso: . Clientes também compraram: 201997 - ORGANIZADOR MARTIPLAST C/DIV OL950 NT, 239818 - ORGANIZADOR OU LOGIC C/4 DIV OL1050NT TR, 201996 - ORGANIZADOR MARTIPLAST C/DIV OL900 NT, 239703 - ORGANIZADOR OU CLEAR OC100NT TR, 239821 - ORGANIZADOR OU GAVETA LOGIC M OL300NT TR ."
239987,COPO STANLEY 473ML IRIS 8211 (MP),"COPO STANLEY 473ML IRIS 8211 (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 179.90 . Descrição do produto: Copo Térmico Stanley 473ML Iris (MP)O Copo Térmico Stanley 473ML Iris (MP) é prático e funcional, ideal para conservar sua bebida favorita por mais tempo. Com a capacidade de 473ml e feito em aço inoxidável ele possui um design alto na cor Iris. O Copo Térmico Stanley é uma opção ideal para você.. Garantia:12 meses. Marca:Stanley. Modelo:Copo térmico sem tampa. Material:Aço Inoxidável. Cor:Iris. Capacidade:473ml. Conteúdo da embalagem:01 Copo Térmico na Caixa. Dimensões do Produto (AxLxP):14,6 x 8,7 x 8,7cm. Peso do Produto:220g. EAN:7891108082110. Aviso: ."
240329,GARRAFA ZONACRIATIVA 500ML TOY STO (MP),GARRAFA ZONACRIATIVA 500ML TOY STO (MP) . Categoria: UTILIDADE DOMÉSTICA > ACESSORIOS_DE_COZINHA_MKTP . Preço final: R$ 129.00 . Descrição do produto: Garrafa Zonacriativa Bubble Toy Story 500ML (MP) / .
