CODIGO_PRODUTO,DESCRICAO_MATERIAL,TEXTO_DESCRITIVO
221806,PISTA MATTEL HW CITY GARAGEM HDR28,"PISTA MATTEL HW CITY GARAGEM HDR28 . Categoria: BRINQUEDOS > PISTAS . Preço final: R$ 134.00 . Descrição do produto: Pista Mattel Hot Wheels City Garagem - HDR28 / Garantia do Fabricante:03 meses / Fabricante:Mattel / Marca:Hot Wheels / Modelo:Garagem / Referência:HDR28 / Cor:Laranja, azul e preto / Material:Plástico e metal / Faixa Etária:A partir de 4 anos de idade / Informações Adicionais:Conecte o conjunto Hot Wheels City Downtown Car Park a outros conjuntos para construir um mundo único / Conteúdo da Embalagem:01 playset Hot Wheels / Dimensões do Produto (AxLxP):25,4 x 21,59 x 7,62 cm / Peso do Produto:450 g / EAN:194735030095 / Aviso: . Avaliado por 14 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""diversão"",""alta qualidade"",""fácil de montar"",""preço acessível"",""durabilidade""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT, 221803 - PISTA MATTEL HW CITY LAVA RÁPIDO HDR27, 221764 - PISTA MATTEL HW CITY NEMESIS GORIL HDR30, 226668 - PISTA MATTEL HW LUGARES FAVORITOS HMD53, 201806 - CARRO MATTEL HW MONSTER TRUCK FYJ44 SORT ."
221809,CELULAR MATTEL OS ANIMAIS AZ/VM FPY6979,"CELULAR MATTEL OS ANIMAIS AZ/VM FPY6979 . Categoria: BRINQUEDOS > PRIMEIRA_INFANCIA . Preço final: R$ 68.00 . Descrição do produto: Celular Infantil Mattel Fisher-Price Os Animais Abre E Fecha Colorido - FPY6979 / Garantia do Fabricante:03 meses / Fabricante:Mattel / Marca:Fisher-Price / Modelo:Friendly Flip Phone / Referência:FPY6979 / Cor:Multicolorido / Material:Plástico / Faixa Etária:A partir de 12 meses / Informações Adicionais:Possui músicas e toques divertidos / Conteúdo da Embalagem:01 celular infantil / Dimensões do Produto (AxLxP):15,9 x 6,4 x 3,2 cm / Peso do Produto:100 g / EAN:746775237974 / Aviso: . Avaliado por 7 clientes, com nota média de 4.7 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""bom"",""fácil de manipular"",""colorido"",""resistente"",""ajuda na criatividade""],""Caracteristicas_Negativas"":[""baixa frequência sonora"",""poucas funções sonoras"",""falta de efeitos luminosos""]} . Clientes também compraram: 168365 - BRINQ MATTEL FP VEICULOS ANIMAIS BGX29, 201562 - CHOCALHO/MORDEDOR ELKA GIRA GIRA 968, 188829 - XYLOPHONE MATTEL FP CLASSIC CMY09, 221768 - BALDE MATTEL FP PRIMEIROS BLOCOS FFC84, 182556 - LIVRINHO DE RIMAS MATTEL FP CDH62 ."
221816,CARRO MATTEL HW CITY LAVA RÁPIDO HDP05,"CARRO MATTEL HW CITY LAVA RÁPIDO HDP05 . Categoria: BRINQUEDOS > CARRINHOS_CIA . Preço final: R$ 368.00 . Descrição do produto: Pista Mattel Hot Wheels City Lava-Rápido Mega Torre - HDP05. Garantia do Fabricante:03 meses. Fabricante:Mattel. Marca:Hot Wheels. Modelo:Lara-Rápido Meta Tower. Referência:HDP05. Cor:Laranja, azul e preto (predominante). Material:Plástico e metal. Faixa Etária:A partir de 4 anos de idade. Funcionamento:Manual. Conteúdo da Embalagem:Inclui 01 Hot Wheels City Mega Lava-Jato e 01 Hot Wheels Color Shifters 1:64 veículo em escala. Dimensões do Produto (AxLxP):52 x 45,7 x 17,8 cm. Peso do Produto:1,35 kg. EAN:194735028955. Aviso: . Avaliado por 2 clientes, com nota média de 5.0 estrelas. Clientes também compraram: 51156 - CARRO MATTEL HW CITY MINI C/5 1806 SORT, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 226641 - TORRE DE CORRIDAS MATTEL HW C/ALT HKX43, 237111 - PISTA MATTEL HW ACTION GIRO VELOZ HTK17, 211645 - PISTA MATTEL HW CAMPEONATO GBF81 SORT ."
222028,BLOCO DISMAT MAIS BLOCOS VIII MK420,"BLOCO DISMAT MAIS BLOCOS VIII MK420 . Categoria: BRINQUEDOS > BLOCOS_DE_MONTAR . Preço final: R$ 184.00 . Descrição do produto:. Garantia do Fabricante:03 meses / Marca:Dismat / Modelo:Mais Blocos VIII / Referência:MK420 / Cor:Multicolorido / Material:Plástico / Quantidade de Peças:200 peças / Faixa Etária:A partir de 18 meses / Informações Adicionais:Os blocos são peças grandes que evitam ser engolidas, é um produto ideal para despertar a curiosidade e criatividade dos bebês / Conteúdo da Embalagem:01 conjunto de bloco de montar Dismat / Dimensões do Produto (AxLxP):38,4 x 22,5 x 30 cm / Peso do Produto:2,7 kg / EAN:7896497504274 / Aviso: . Avaliado por 8 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""entretenimento"",""educacional"",""diversão"",""satisfação"",""criatividade"",""preço acessível""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 213876 - BLOCO DISMAT RAMPA MALUCA MK367, 208073 - CHUTE A GOL LIDER MINI TRAVE 309, 179996 - JG MATTEL CARTAS UNO ORIGINAL W2085, 140971 - BONECA MATTEL BB FASHION T7439 SORT ."
222082,BLOCO DISMAT BRINKADEIRA ENCANTADA MK415,"BLOCO DISMAT BRINKADEIRA ENCANTADA MK415 . Categoria: BRINQUEDOS > BLOCOS_DE_MONTAR . Preço final: R$ 99.00 . Descrição do produto: Bloco Dismat 32 Peças Brinkadeira Encantada - MK415 / Garantia do Fabricante:03 meses / Marca:Dismat / Modelo:Brinkadeira Encantada / Referência:MK415 / Cor:Multicolorido / Material:Plástico / Quantidade de Peças:32 peças / Faixa Etária:A partir de 18 meses / Informações Adicionais:Estimula a inteligência e criatividade, além de melhorar a coordenação motora da criança / Conteúdo da Embalagem:01 conjunto de bloco de montar Dismat / Dimensões do Produto (AxLxP):35 x 26 x 26 cm / Peso do Produto:1,35 kg / EAN:7896497504267 / Aviso: . Avaliado por 37 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""diversão"",""educativo"",""segurança"",""preço acessível"",""resistência"",""desenvolvimento""],""Caracteristicas_Negativas"":[""preço alto""]} . Clientes também compraram: 228212 - CARROSSEL ENCANTADO DISMAT BLOCO MK418, 213862 - BLOCO DISMAT CADEIRA ENGRENAGENS MK369, 140971 - BONECA MATTEL BB FASHION T7439 SORT ."
222215,BONECO LÍDER SNOOPY 3073,"BONECO LÍDER SNOOPY 3073 . Categoria: BRINQUEDOS > BONECOS . Preço final: R$ 74.00 . Descrição do produto: Boneco De Vinil Líder Snoopy Peanuts - 3073 / Garantia do Fabricante:03 meses / Marca:Líder / Modelo:Snoopy Peanuts / Referência:3073 / Cor:Branco, preto e vermelho / Material:Vinil atóxico / Faixa Etária:A partir de 4 meses / Altura do Personagem:16 cm / Informações Adicionais:O Beagle mais famoso do mundo / Conteúdo da Embalagem:01 boneco Líder / Dimensões do Produto (AxLxP):23,5 x 17 x 13,5 cm / Peso do Produto:273 g / EAN:7899455910735 / Aviso: . Avaliado por 4 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""beleza"",""desenvolvimento"",""recomendação"",""preço baixo""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 229993 - JG LIDER BOLICHE HOMEM ARANHA 971, 208073 - CHUTE A GOL LIDER MINI TRAVE 309, 201806 - CARRO MATTEL HW MONSTER TRUCK FYJ44 SORT, 204145 - CAMINHÃO COFRE DE BRINQUEDO BEMOL ."
222225,TRICICLO MAGIC TOYS PIC-NIC 2567 RO,"TRICICLO MAGIC TOYS PIC-NIC 2567 RO . Categoria: BRINQUEDOS > TRICICLO . Preço final: R$ 214.00 . Descrição do produto: Triciclo Magic Toys Tico-Tico Pic-Nic Com Alça E Aro Rosa - 2567 / Garantia do Fabricante:03 meses / Marca:Magic Toys / Linha:Tico-Tico / Modelo:Pic-Nic / Referência:2567 / Cor:Rosa, lilás e verde / Material:Polipropileno / Faixa Etária:A partir de 12 meses / Assento Anatômico:Sim / Quantidade de Rodas:03 / Peso Máximo Suportado:Até 20 kg / Informações Adicionais:Possui suporte para os pés e uma super cestinha / Conteúdo da Embalagem:01 triciclo e manual de instruções / Dimensões do Produto (AxLxP):80 x 41,5 x 97 cm / Peso do Produto:2,4 kg / EAN:7896839925675 / Aviso: . Avaliado por 29 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""segurança"",""belo"",""prático"",""resistência"",""custo-benefício"",""satisfação""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 222224 - TRICICLO MAGIC TOYS PIC-NIC 2565 AZ, 207662 - COZINHA COMPLETA MAGIC TOYS PINK 8074, 221768 - BALDE MATTEL FP PRIMEIROS BLOCOS FFC84, 182720 - TRICICLO MAGIC TOYS TICO-TICO 2561 RO ."
222227,TRICICLO MAGIC TOYS UNI RED 2815 VM,"TRICICLO MAGIC TOYS UNI RED 2815 VM . Categoria: BRINQUEDOS > TRICICLO . Preço final: R$ 262.00 . Descrição do produto: Triciclo Magic Toys Tico-Tico Uni Red Com Alça E Aro Vermelho - 2815 / Garantia do Fabricante:03 meses / Marca:Magic Toys / Linha:Tico-Tico / Modelo:Uni Red / Referência:2815 / Cor:Vermelho, azul e preto / Material:Polipropileno / Faixa Etária:A partir de 12 meses de idade / Assento Anatômico:Sim / Quantidade de Rodas:03 / Informações Adicionais:Possui aro de proteção removível e suporte para os pés / Conteúdo da Embalagem:01 tricicloe e 01 manual de intrucções / Dimensões do Produto (AxLxP):29,5 x 45,5 x 97,5 cm / Peso do Produto:2,95 kg / EAN:7896839928157 / Aviso: . Avaliado por 15 clientes, com nota média de 4.7 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""segurança"",""praticidade"",""conforto"",""preço acessível"",""recomendação""],""Caracteristicas_Negativas"":[""entrega demorada"",""adesivos de baixa qualidade""]} . Clientes também compraram: 222228 - TRICICLO MAGIC TOYS UNI 2816 RO/VD, 222030 - BLOCO DISMAT ÔNIBUS DA BLOCOLÂNDIA MK423 ."
222229,CAMINHÃO MAGIC TOYS BOMBEIRO 5044 VM,"CAMINHÃO MAGIC TOYS BOMBEIRO 5044 VM . Categoria: BRINQUEDOS > CARRINHOS_CIA . Preço final: R$ 326.00 . Descrição do produto: Caminhão Magic Toys Bombeiro Fire Com Bomba D&#39;Água Vermelho - 5044 / Garantia do Fabricante:03 meses / Marca:Magic Toys / Modelo:Bombeiro Fire / Referência:5044 / Cor:Vermelho, azul, cinza e preto / Material:Polipropileno / Faixa Etária:A partir de 3 anos de idade / Informações Adicionais:Possui sirene com sons e luzes / Conteúdo da Embalagem:01 caminhão bombeiro Magic Toys / Dimensões do Produto (AxLxP):50 x 31,5 x 48 cm / Peso do Produto:2,95 kg / EAN:7896839950448 / Aviso: . Avaliado por 13 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""diversão"",""bonito"",""grande"",""apreciação""],""Caracteristicas_Negativas"":[""decepção"",""problema com sistema de água""]} . Clientes também compraram: 200493 - CARRO ROMA PICK UP FORCE POLICE 991 ."
222341,BLOCO LEGO MINECRAFT CASA COGUMELO 21179,"BLOCO LEGO MINECRAFT CASA COGUMELO 21179 . Categoria: BRINQUEDOS > BLOCOS_DE_MONTAR . Preço final: R$ 226.00 . Descrição do produto: Bloco Lego Minecraft 272 Peças A Casa Cogumelo - 21179Os jogos Lego não são apenas brinquedos, são portais para um mundo de criatividade, aprendizado e diversão em família. Compatíveis com todas as idades, desde crianças pequenas até adultos apaixonados por LEGO. Mergulhe em aventuras incríveis, construindo seu próprio universo ou participando das emocionantes histórias dos personagens icônicos.Junte-se ã comunidade LEGO e embarque em uma jornada emocionante rumo ã diversão ilimitada. Compre agora e faça parte deste mundo mágico de possibilidades infinitas! / Garantia do Fabricante:03 meses / Marca:Lego / Linha:Minecraft / Modelo:A Casa Cogumelo / Referência:21179 / Cor:Multicolorido / Material:Plástico / Quantidade de Peças:272 / Faixa Etária:A partir de 8 anos de idade / Informações Adicionais:Suas paredes e teto se elevam para facilitar o acesso ã mesa de artesanato e aos móveis / Conteúdo da Embalagem:01 bloco de montar Lego / Dimensões do Produto (AxLxP):10 x 13 x 15 cm / Dimensões da Embalagem (AxLxP):20 x 27 x 6 cm / Peso do Produto:300 g / EAN:673419358507 / Aviso: . Avaliado por 9 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""educativo"",""divertido"",""acessível"",""interação"",""qualidade""],""Caracteristicas_Negativas"":[""tamanho pequeno"",""falta de graça""]} . Clientes também compraram: 222340 - BLOCO LEGO MINECRAFT POUSAD RAPOSA 21178, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
222411,QUEBRA-CABEÇA GROW 350P PAN DISNEY 3999,"QUEBRA-CABEÇA GROW 350P PAN DISNEY 3999 . Categoria: BRINQUEDOS > QUEBRA_CABECA . Preço final: R$ 79.00 . Descrição do produto: Quebra-Cabeça Grow 350 Peças Panorama Disney Animais - 3999 / Garantia do Fabricante:03 meses / Marca:Grow / Modelo:Puzzle Panorama Disney Animais / Referência:3999 / Cor:Multicolorido / Material:Cartonado / Quantidade de Peças:350 peças / Orientação:Horizontal / Faixa Etária:A partir de 9 anos de idade / Nº de Participantes:1 ou mais participantes / Conteúdo da Embalagem:Contém um quebra-cabeças de 350 peças / Tamanho Montado:25 x 74,8 cm / Tamanho da Embalagem (AxLxP):23 x 36,3 x 7 cm / Peso do Produto:460 g / EAN:7908010139990 / Aviso: . Avaliado por 6 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""beleza"",""satisfação"",""facilidade de montagem"",""preço bom""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 222417 - QUEBRA-CABEÇA GROW 150P BARBIE 4173, 230722 - QUEBRA-CABEÇA TOYSTER 100P FROZEN 2988, 222469 - JG COPAG TA PENSANDO O QUÊ? 90940 ."
222417,QUEBRA-CABEÇA GROW 150P BARBIE 4173,"QUEBRA-CABEÇA GROW 150P BARBIE 4173 . Categoria: BRINQUEDOS > QUEBRA_CABECA . Preço final: R$ 46.00 . Descrição do produto: Quebra-Cabeça Grow 150 Peças Barbie - 4173 / Garantia do Fabricante:03 meses / Marca:Grow / Modelo:Puzzle Barbie / Referência:4173 / Cor:Multicolorido / Material:Cartonado / Quantidade de Peças:150 peças / Orientação:Vertical / Faixa Etária:A partir de 6 anos de idade / Nº de Participantes:1 ou mais participantes / Conteúdo da Embalagem:Contém um quebra-cabeças de 150 peças / Tamanho Montado:45,3 x 30,5 cm / Tamanho da Embalagem (AxLxP):27,4 x 16 x 7,0 cm / Peso do Produto:299 g / EAN:7908010141733 / Aviso: . Avaliado por 6 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""qualidade"",""acabamento"",""recomendação"",""diversão"",""desenvolvimento""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 214290 - JG GROW MEMÓRIA PRINCESAS 2161, 140971 - BONECA MATTEL BB FASHION T7439 SORT, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA, 230113 - BONECA MATTEL BB MODA PRAIA DWJ99 SORT, 176812 - QUEBRA-CABEÇA GROW 100P DINOSSAURO 02660 ."
222418,QUEBRA-CABEÇA GROW 60P HOTWHEELS 4169,"QUEBRA-CABEÇA GROW 60P HOTWHEELS 4169 . Categoria: BRINQUEDOS > QUEBRA_CABECA . Preço final: R$ 32.00 . Descrição do produto: Quebra-Cabeça Grow 60 Peças Hot Wheels - 4169 / Garantia do Fabricante:03 meses / Marca:Grow / Modelo:Puzzle Hot Wheels / Referência:4169 / Cor:Multicolorido / Material:Cartonado / Quantidade de Peças:60 peças / Orientação:Horizontal / Faixa Etária:A partir de 4 anos de idade / Nº de Participantes:1 ou mais participantes / Conteúdo da Embalagem:Contém um quebra-cabeças de 60 peças / Tamanho Montado:22,4 x 30,8 cm / Tamanho da Embalagem (AxLxP):22,8 x 14,5 x 6,3 cm / Peso do Produto:192 g / EAN:7908010141696 / Aviso: . Avaliado por 4 clientes, com nota média de 4.8 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente qualidade"",""resistência"",""cor"",""satisfação"",""preço bom"",""quantidade suficiente""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 214227 - QUEBRA-CABEÇA GROW 100P PLANETAS 3931, 176812 - QUEBRA-CABEÇA GROW 100P DINOSSAURO 02660, 223174 - QUEBRA-CABEÇA MIMO 60P JW BABY 2053, 222417 - QUEBRA-CABEÇA GROW 150P BARBIE 4173, 196469 - PISTA MATTEL HW LANC BÁSIC C/CARRO FTH84 ."
222420,JG GROW BATE MARSHMALLOW 4271,"JG GROW BATE MARSHMALLOW 4271 . Categoria: BRINQUEDOS > JOGOS_DIVERSOS_BRINQUEDOS . Preço final: R$ 99.00 . Descrição do produto: Jogo Grow Bate Marshmallow - 4271 / Garantia do Fabricante:03 meses / Marca:Grow / Modelo:Bate Marshmallow / Referência:4271 / Cor:Amarelo, branco e vermelho / Material:PVC / Faixa Etária:A partir de 4 anos de idade / Nº de Participantes:02 ou mais jogadores / Conteúdo da Embalagem:33 cubos plásticos, 01 martelo, 01 base, 01 urso cartonado / Dimensões da Embalagem (AxLxP):32 x 23,3 x 13 cm / Peso do Produto:522 g / EAN:7908010142716 / Aviso: . Avaliado por 5 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""diversão"",""qualidade"",""recomendado"",""união familiar""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 222469 - JG COPAG TA PENSANDO O QUÊ? 90940, 208073 - CHUTE A GOL LIDER MINI TRAVE 309, 189311 - JG LIDER BOLICHE PATRULHA CANINA 2481, 179996 - JG MATTEL CARTAS UNO ORIGINAL W2085, 231394 - KIT LIVRO DE COLORIR POSTER+GIZ DE CERA ."
222469,JG COPAG TA PENSANDO O QUÊ? 90940,"JG COPAG TA PENSANDO O QUÊ? 90940 . Categoria: BRINQUEDOS > JOGOS_DIVERSOS_BRINQUEDOS . Preço final: R$ 96.00 . Descrição do produto:. Garantia do Fabricante:03 meses / Marca:Copag / Modelo:Tá Pensando O Quê? / Referência:90940 / Cor:Multicolorido / Material:Cartonado / Faixa Etária:A partir de 6 anos / Nº de Participantes:De 2 ã 6 jogadores / Conteúdo da Embalagem:100 cartas no formato 56mm x 87mm, 04 peões de plástico coloridos (2,5 x 1,3 x 1,3 cm) e 04 óculos de plástico coloridos (15 x 5,5 x 15,5 cm) / Dimensões da Embalagem (AxLxP):27 x 27 x 6,5 cm / Peso do Produto:415 g / EAN:7896008909390 / Aviso: . Avaliado por 15 clientes, com nota média de 4.9 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""excelente"",""diversão"",""qualidade"",""interação"",""desenvolvimento cognitivo"",""durabilidade""],""Caracteristicas_Negativas"":[""tabuleiro poderia ser melhor""]} . Clientes também compraram: 179996 - JG MATTEL CARTAS UNO ORIGINAL W2085, 222463 - JG COPAG PERGUNTADOS 30841, 167212 - JG HASBRO TWISTER NOVO 98831, 200968 - JG HASBRO JENGA A2120 ."
222576,TRICICLO BANDEIRANTE VELOBABY 357 RO,"TRICICLO BANDEIRANTE VELOBABY 357 RO . Categoria: BRINQUEDOS > TRICICLO . Preço final: R$ 389.00 . Descrição do produto:. Garantia do Fabricante:03 meses. Marca:Bandeirante. Modelo:Triciclo Velobaby G2. Referência:357. Cor:Rosa, verde e roxo. Material:Polipropileno. Faixa Etária:A partir de 12 meses. Antiderrapante:Rodas com anel antiderrapante. Assento Anatômico:Sim. Quantidade de Rodas:03. Peso Máximo Suportado:Até 30kg. Informações Adicionais:Guidão com porta celular; suporte para garrafa d&#39;água, mamadeira ou squeeze. Conteúdo da Embalagem:01 triciclo e manual de instruções. Dimensões do Produto (AxLxP):96,5 x 54,5 x 102 cm. Dimensões da Embalagem (AxLxP):56 x 41 x 69,5 cm. Peso do Produto:4,72 g. EAN:7899091403578. Aviso:. MANUAL_001:https: / static.bemol.com.br/pages/bemol/manuais/222576.pdf . Avaliado por 7 clientes, com nota média de 5.0 estrelas. Comentários destacados: {""Caracteristicas_Positivas"":[""design colorido"",""resistência"",""qualidade excelente"",""versatilidade"",""alegria"",""momentos felizes"",""elegância""],""Caracteristicas_Negativas"":[]} . Clientes também compraram: 176992 - CASINHA DE ATIVIDADES DISMAT MK211, 214189 - COLEÇÃO FOFINHOS LIDER FAZENDINHA 5624, 215455 - BONECA ROMA LARI AND ME UNICÓRNIO 5808, 216229 - CADEIRA PRAIA BELFIX BARBIE 025210 ."
